BirthYear,Sex,LicenseYear,CarBrand,CarType,CarYear,CarEngine,EngineCap,CarValue,AssistanceYears,Accidents,NextAccident
1979,0,22.6576,8,2,2007,1882,124,33400,19.7421,0,0
1976,1,21.3248,1,1,2008,2088,220,31150,13.9944,2,0
1968,1,20.825,5,3,2009,1118,104,76650,13.6612,0,0
1981,1,18.4926,4,2,2009,1200,137,45000,7.9968,1,0
1979,1,2.7489,6,1,2008,1752,144,31500,0.3332,3,0
1993,1,7.8302,8,2,2011,1424,109,41950,5.4978,2,0
1963,1,32.6536,9,3,2003,1354,140,35700,6.3308,3,0
1978,0,19.8254,9,2,2007,1450,92,34550,14.2443,0,0
1993,0,4.4982,6,2,2012,1546,130,72700,3.7485,1,1
1992,0,9.9127,4,2,2005,1568,95,34250,2.5823,1,0
1994,0,5.9976,2,3,2009,1372,126,67050,1.9992,0,1
1975,1,21.1582,3,1,2013,2306,251,59500,12.7449,1,0
1992,1,6.5807,2,2,2004,1942,183,34300,3.8318,1,0
1995,1,5.4978,1,3,2007,1270,115,35050,4.8314,0,0
1994,1,4.0817,2,3,2008,1264,109,34200,1.5827,3,0
1970,1,16.8266,8,2,2012,1754,216,57500,6.9972,0,0
1955,1,28.4053,3,3,2013,1510,95,41200,19.7421,1,0
1975,1,20.6584,9,2,2002,1466,116,31150,10.4958,2,0
1982,0,14.8274,3,1,2013,2148,116,63750,9.5795,2,1
1995,1,1.9159,6,2,2006,1274,148,36200,1.2495,0,1
1988,0,4.998,2,4,2005,1964,171,35000,3.1654,1,1
1968,1,25.5731,4,3,2011,1200,113,66050,17.7429,1,0
1989,0,7.1638,8,4,2001,2212,167,33250,7.0805,4,0
1978,1,18.326,5,3,2013,1876,139,61900,16.3268,2,0
1975,0,20.7417,1,2,2009,1678,129,48250,3.6652,1,0
1986,0,12.0785,1,4,2011,2044,237,68250,4.5815,1,0
1979,0,11.4954,5,4,2013,2228,154,63500,6.1642,0,0
1972,1,10.9956,3,2,2010,1744,120,40050,8.1634,2,0
1981,0,15.1606,5,1,2007,2012,143,35200,11.9119,1,1
1961,1,35.5691,4,2,2009,1692,225,53150,17.493,3,0
1981,1,10.7457,9,3,2013,1498,124,69350,3.2487,0,0
1970,1,21.1582,3,2,2002,1434,125,32550,12.7449,1,0
1971,0,24.157,2,4,2011,1756,125,53950,6.4141,1,0
1989,1,9.4129,5,2,2012,1274,119,55150,8.6632,0,0
1979,1,8.33,3,3,2012,1550,100,48750,2.5823,1,0
1973,1,17.7429,2,3,2013,1400,131,47150,12.4117,0,0
1982,1,15.9936,3,2,2011,1184,98,51550,6.4141,1,0
1970,1,27.8222,3,3,2011,1434,131,65550,12.7449,0,0
1979,1,9.5795,4,4,2013,1732,137,49850,5.2479,1,0
1968,1,33.8198,1,4,2013,2046,124,46700,19.992,1,0
1974,0,18.7425,1,2,2007,1714,128,30400,5.9976,1,0
1986,0,11.5787,9,2,2005,1834,123,30500,6.2475,1,0
1964,0,15.4938,1,1,2013,2246,186,55400,5.2479,3,0
1982,1,13.328,6,3,2011,1592,124,45050,5.9143,1,0
1979,0,22.4077,2,1,2008,1868,139,37950,18.5759,2,0
1961,1,25.4065,6,2,2009,1638,187,46950,3.1654,4,0
1992,1,1.5827,7,3,2011,1392,113,59350,0.4998,1,1
1976,0,7.2471,2,1,2009,2110,118,57500,5.2479,0,0
1984,0,14.5775,2,3,2013,1594,103,46350,13.2447,0,0
1964,1,24.99,5,3,2012,1688,250,50100,5.9143,0,0
1995,1,5.9976,8,3,2006,1554,101,33600,4.998,0,0
1987,1,3.9151,4,4,2010,1612,226,41400,2.9988,1,1
1968,1,18.8258,2,2,2010,1416,100,51150,7.1638,0,0
1959,1,22.7409,3,2,2009,1632,199,51600,7.9135,4,0
1987,0,8.33,2,1,2012,1850,116,72800,2.0825,1,0
1964,0,3.0821,6,3,2013,1438,107,51900,1.666,2,1
1976,1,18.4093,4,3,2006,1422,103,37450,13.328,0,0
1987,1,8.9131,2,1,2009,1860,199,63550,8.6632,0,0
1977,0,17.3264,4,2,2010,1106,78,50850,3.9984,1,0
1989,0,8.0801,4,3,2002,1734,125,33550,5.2479,0,0
1982,0,10.0793,3,3,2012,1586,93,59400,5.4145,3,0
1978,1,10.9956,4,3,2010,1510,140,62500,3.8318,2,0
1988,1,9.9127,3,3,2012,1324,105,58300,3.4986,2,0
1964,0,20.6584,7,1,2012,2358,138,73300,11.5787,2,0
1982,0,14.0777,4,2,2008,1448,91,30000,8.4133,2,0
1966,0,27.2391,3,4,2011,1874,161,51250,12.0785,2,0
1974,1,8.4133,2,2,2005,1632,163,31200,3.6652,4,0
1967,1,32.3204,2,2,2006,1186,94,33100,26.9059,2,0
1987,0,10.1626,5,1,2008,1630,174,35200,0.5831,0,0
1985,1,7.1638,2,2,2004,1118,98,33800,1.9992,1,0
1963,1,5.7477,3,2,2012,1624,189,50100,3.5819,0,0
1994,1,7.2471,9,3,2012,1678,141,59650,5.2479,1,0
1991,1,5.5811,3,3,2009,1426,118,66150,3.9151,1,0
1964,1,27.0725,3,2,2012,1628,148,51200,13.9944,0,0
1966,1,4.7481,1,4,2013,1620,247,75950,3.332,0,0
1970,1,7.3304,1,3,2007,1804,152,36400,0.6664,0,0
1984,1,13.328,3,3,2009,1546,141,52250,5.4978,3,0
1991,1,7.9968,3,3,2002,1532,100,33300,7.4137,1,0
1980,1,8.6632,5,1,2008,1738,137,37550,4.7481,0,0
1988,1,6.9139,9,1,2011,1838,152,65750,3.1654,0,0
1962,1,30.2379,3,2,2011,1376,125,62800,11.4121,1,0
1978,1,14.2443,2,2,2012,1168,82,67500,5.4978,0,0
1986,0,8.8298,1,2,2013,1258,136,53750,4.165,1,0
1987,0,6.1642,2,1,2011,1664,165,61050,2.2491,2,0
1966,1,24.9067,3,2,2010,2016,160,65850,2.0825,0,0
1970,1,23.6572,4,2,2008,1392,105,34450,10.5791,0,0
1972,1,16.5767,1,3,2006,1158,82,36200,11.8286,2,1
1985,0,13.4113,2,3,2007,1200,139,32150,8.9964,0,0
1980,0,10.9123,4,2,1997,1636,153,30900,2.1658,0,0
1988,1,8.8298,3,4,2012,1682,139,50500,5.831,1,0
1977,0,15.6604,4,3,2006,1118,87,31100,10.5791,2,1
1980,0,0,8,2,2013,1276,102,49400,0,0,0
1978,0,15.5771,5,4,2011,1910,228,66100,8.8298,1,0
1988,0,6.1642,1,2,2007,1320,97,30800,4.6648,0,0
1984,0,10.9956,9,4,2012,1764,165,79050,8.4133,3,0
1969,1,19.992,3,1,2011,1672,115,42600,1.9992,1,0
1976,0,15.9103,4,4,2011,2086,154,64700,14.5775,1,0
1968,1,28.6552,5,2,2011,1638,168,56650,5.7477,2,0
1978,0,21.0749,2,2,1997,1696,212,31200,11.1622,0,1
1995,1,3.4986,2,2,2009,1488,142,54200,2.8322,0,0
1974,0,27.3224,4,3,2009,1408,141,45150,11.4954,0,0
1985,1,3.8318,3,1,2013,1992,207,44200,0.7497,2,1
1973,1,7.4137,9,2,2009,1286,121,58300,3.5819,0,0
1987,0,2.8322,5,2,2012,1764,111,52900,1.2495,1,0
1994,1,3.4986,9,4,2010,1688,254,44700,1.9992,0,0
1987,1,14.8274,2,3,2012,1642,149,54100,12.0785,0,0
1980,1,0.1666,4,2,2013,1490,136,58250,0.1666,1,0
1966,1,5.1646,2,2,2013,1708,158,63150,1.9159,1,0
1986,1,5.9143,2,1,2013,1874,169,64650,3.4153,1,0
1966,1,23.9071,5,2,2012,1240,117,55400,15.9936,0,0
1994,1,7.9968,3,3,2010,1620,190,54450,2.0825,1,0
1985,1,16.9932,3,3,2007,1284,92,32500,10.3292,2,1
1970,1,20.6584,3,3,2012,1298,128,65650,12.9948,3,0
1965,0,15.3272,4,4,2013,1604,245,65750,4.165,2,0
1973,1,7.9968,1,3,2004,1276,95,33000,0.0833,0,0
1991,1,10.1626,1,3,2013,1508,113,52800,4.998,0,0
1986,1,10.4958,4,2,2010,1200,135,47200,9.6628,2,1
1959,1,0.7497,1,1,2013,1606,213,55650,0.2499,1,0
1977,0,8.7465,2,3,2003,1384,93,35000,6.1642,3,0
1983,1,6.9139,1,2,2007,1576,135,33350,3.8318,3,0
1984,0,15.4938,8,2,2013,1374,117,48850,4.2483,0,0
1991,0,4.3316,4,3,2011,1866,154,73300,2.0825,2,0
1988,1,10.2459,4,3,2009,1106,104,51850,4.165,0,0
1975,0,19.992,5,2,2005,1338,109,37100,19.3256,0,1
1964,1,20.6584,9,2,2011,1668,198,58900,13.1614,0,1
1986,1,5.9976,1,2,2012,1566,105,60450,2.4157,1,0
1983,0,12.495,3,1,2013,1796,113,45900,7.6636,1,0
1969,0,28.1554,2,2,2011,1152,87,48900,15.2439,0,0
1992,1,8.9131,5,3,2006,1900,161,34600,4.2483,1,0
1969,1,22.5743,9,2,2003,1188,104,31600,5.3312,1,0
1960,1,21.658,3,2,2005,1876,208,34300,6.664,0,1
1965,0,7.1638,7,1,2013,2074,196,55100,3.6652,0,1
1976,1,0.9163,9,3,2013,2028,133,59500,0.5831,0,0
1974,0,12.6616,4,4,2008,1744,142,32700,3.8318,0,1
1981,1,19.2423,4,2,2007,1562,94,33700,8.6632,2,0
1983,1,12.1618,5,2,2007,1102,98,32750,8.2467,0,0
1984,1,13.9111,5,3,2013,1246,117,62800,0.6664,0,0
1978,0,15.4938,3,2,2011,1742,202,51800,11.4121,1,0
1994,1,1.666,5,3,2010,1336,99,69500,1.4161,2,0
1994,1,3.1654,7,1,2009,1704,152,70700,1.9992,0,1
1976,0,16.2435,4,3,2009,1412,102,56800,7.9968,1,0
1971,1,20.7417,3,1,2012,2174,128,74200,14.6608,1,0
1979,0,19.2423,4,4,2012,1754,118,53800,1.5827,2,0
1981,0,13.2447,5,1,2013,1644,174,63600,1.2495,0,0
1986,0,9.7461,5,2,2007,1476,127,34400,4.998,2,1
1981,0,7.9968,6,1,2007,1864,146,32100,6.5807,0,0
1986,1,1.9159,1,4,2012,1660,145,72450,1.2495,4,1
1991,1,6.8306,3,3,2013,1700,147,45350,3.6652,1,0
1977,1,16.1602,4,3,2008,1384,148,38950,8.9964,0,0
1971,0,27.2391,8,4,2002,2454,197,35500,11.4121,2,0
1981,1,16.66,2,2,2010,1678,156,40750,6.0809,0,0
1983,1,14.3276,4,1,2010,2032,226,53000,7.7469,1,1
1948,1,14.994,5,4,2010,1926,144,42500,12.8282,2,0
1988,0,12.2451,3,3,2006,1202,127,34050,10.2459,3,0
1986,1,9.6628,3,2,2010,1238,122,63550,4.9147,1,0
1962,0,15.4938,8,2,2008,1222,135,31200,1.666,0,0
1982,0,11.0789,3,4,2011,1668,168,54400,4.998,2,0
1952,1,28.9884,5,3,2004,1544,116,36300,11.0789,0,0
1985,1,0.0833,5,2,2010,1258,96,64750,0,1,0
1989,1,9.0797,4,1,2006,1992,148,31800,3.332,3,0
1980,0,13.5779,1,4,2011,1936,194,65100,3.8318,3,0
1985,1,5.9143,3,2,2009,1482,133,54150,2.3324,1,0
1987,1,10.4125,3,1,2010,1800,181,50400,3.0821,1,0
1983,1,18.2427,1,3,2010,1344,122,65400,10.3292,2,0
1988,1,11.662,4,3,2010,1376,97,45850,1.7493,0,1
1993,1,7.7469,3,2,2013,1528,100,53850,1.9992,1,1
1971,0,26.3228,4,3,2013,1466,105,62750,5.9143,3,0
1987,1,7.9968,3,3,2005,1912,130,36250,1.9159,0,0
1981,0,7.1638,4,2,2013,1112,88,70700,1.8326,2,0
1990,1,5.3312,4,2,2008,1240,139,33650,3.0821,2,0
1967,1,21.4914,4,2,2009,1392,118,64750,13.7445,0,0
1961,1,20.0753,3,4,2013,1962,123,41850,6.3308,1,0
1976,0,15.2439,2,2,2009,1344,119,59200,8.4966,1,0
1976,1,7.6636,3,4,2003,2250,203,34100,1.8326,1,1
1967,1,20.7417,5,2,2011,1364,91,56250,6.1642,3,0
1958,1,17.2431,5,2,2009,1566,113,62150,8.6632,0,0
1962,1,17.9095,9,4,2011,1760,163,52350,6.0809,1,0
1959,0,27.489,4,3,2012,1466,95,57150,19.4922,2,0
1974,1,12.9948,3,3,2013,1412,125,67250,8.4966,4,0
1983,1,9.3296,5,2,2013,1242,105,43950,5.831,0,1
1982,1,14.2443,5,3,2008,1338,108,32500,11.662,1,0
1980,1,16.9932,1,3,2013,1170,79,56800,11.8286,1,0
1993,1,2.499,1,3,2008,1974,135,30000,0.9163,0,0
1957,1,15.4938,8,3,2011,1506,111,69450,8.9131,1,0
1969,0,3.5819,1,2,2013,1454,142,56700,1.666,2,0
1971,1,27.5723,2,2,2012,1654,187,43500,13.9944,2,0
1969,0,16.4101,9,4,2011,1706,191,60100,2.7489,3,0
1946,1,42.2331,4,3,2010,1744,143,51100,33.8198,1,1
1981,1,9.6628,3,1,2012,1718,158,64850,5.9143,0,0
1983,0,5.831,1,3,2009,1368,140,50350,3.4986,1,0
1984,1,11.662,9,2,2012,1348,95,56250,7.497,2,0
1965,1,22.9908,3,3,2010,1514,107,68150,11.1622,1,0
1953,0,15.6604,8,2,2008,1250,118,36950,3.4153,0,1
1967,0,20.5751,9,2,2009,1286,127,69300,9.2463,2,0
1975,1,20.825,3,3,2005,1276,119,34650,3.0821,1,0
1984,0,16.9932,3,1,2006,1940,265,32500,9.0797,1,0
1993,0,7.6636,1,4,2012,1622,223,60600,3.1654,0,0
1981,1,10.829,3,2,2008,1766,163,36700,0.3332,2,0
1989,1,10.4958,9,1,2010,1976,228,64400,5.1646,0,0
1978,0,8.8298,4,3,2007,1474,130,33900,1.8326,1,0
1988,1,5.5811,4,2,2009,1472,110,49650,1.4994,0,1
1958,0,20.7417,1,3,2012,1180,86,43500,12.9115,0,0
1993,0,2.9988,1,1,2013,1810,128,78100,0.4165,1,0
1984,0,17.493,2,3,2012,1302,118,59400,15.2439,0,0
1959,0,33.5699,2,1,2013,1634,151,58850,21.9912,1,0
1982,1,13.4113,2,2,2004,1528,106,33650,6.0809,0,0
1992,1,9.5795,9,3,2012,1140,96,76250,2.499,1,0
1982,0,19.3256,5,3,2010,1586,101,57300,11.5787,1,0
1984,1,5.6644,5,2,2012,1516,142,52850,2.1658,1,0
1975,1,16.4934,3,3,2001,1392,123,33150,13.0781,2,0
1987,1,14.8274,9,3,2007,1130,96,37100,9.3296,1,0
1975,1,15.0773,3,2,2008,1292,91,34150,5.9976,1,0
1974,0,15.7437,3,3,2011,1714,130,59650,11.0789,2,1
1970,1,20.9916,5,3,2012,1416,105,65300,16.0769,2,0
1990,1,8.5799,5,3,2013,2016,146,53350,1.9159,1,0
1963,1,21.0749,3,2,2012,1646,186,55700,5.5811,0,0
1986,1,11.8286,2,3,2007,1496,104,30850,3.8318,0,0
1969,1,26.4894,3,1,2013,2262,228,60550,13.2447,3,0
1995,1,3.7485,6,2,2004,1244,141,33600,1.4994,0,0
1989,1,7.9968,5,2,2009,1186,79,53950,4.0817,0,0
1995,1,5.4978,9,3,2013,1230,107,56150,0.3332,1,1
1983,0,3.5819,3,3,2011,1274,142,64650,1.666,0,0
1983,1,12.3284,3,4,2010,1636,217,45250,4.4149,2,0
1992,0,6.4141,9,3,2008,1698,133,32650,5.4978,0,0
1993,1,2.0825,9,2,2013,1818,113,46850,0.4998,2,0
1982,1,5.6644,2,1,2010,1930,138,56450,0.4998,2,0
1983,1,13.9944,5,2,2013,1162,85,66800,1.666,2,1
1962,1,32.487,4,2,2007,1746,145,32600,31.2375,1,0
1979,1,20.9083,8,3,2013,1358,99,53100,0.4165,1,0
1959,1,28.4886,2,3,2013,1142,78,46200,24.6568,1,0
1963,1,27.5723,3,3,2011,1142,98,49200,4.4149,0,0
1954,1,16.2435,5,3,2013,1694,147,59500,14.9107,2,0
1984,0,14.161,2,4,2010,1784,181,48250,10.6624,1,0
1988,1,7.8302,1,2,1997,1450,123,32450,2.9155,2,1
1982,1,12.3284,5,4,2009,1866,144,48000,10.6624,1,0
1978,1,23.6572,3,1,2013,2012,307,79700,12.4117,4,0
1977,1,5.4145,4,3,2005,1234,105,31250,0.7497,1,0
1980,1,16.5767,3,3,2004,1168,90,33950,8.5799,0,0
1952,0,21.4081,5,4,2008,2030,199,35750,17.0765,1,0
1967,0,17.5763,1,4,2009,1888,197,69100,7.3304,0,0
1959,1,20.1586,8,2,2008,1298,126,36350,10.4125,0,0
1983,0,8.1634,2,2,2005,1354,128,33150,6.4141,0,0
1983,1,6.3308,4,3,2011,1182,100,57500,3.4153,1,0
1986,1,4.8314,7,4,2012,1954,176,50000,2.0825,1,0
1990,1,10.2459,3,3,2003,1280,130,34100,2.0825,0,1
1969,0,16.66,3,2,2008,1694,120,30750,8.1634,0,0
1991,1,7.5803,3,2,2008,1408,99,33200,3.7485,3,1
1974,1,16.66,4,3,2010,1684,213,51650,12.5783,0,0
1972,0,19.4089,5,4,2013,2060,210,49000,6.5807,1,0
1989,1,8.2467,3,3,2013,1392,103,40300,5.7477,3,1
1974,0,26.9059,2,2,2013,1476,105,79850,3.7485,1,0
1969,1,16.7433,4,1,2008,2026,167,32500,12.5783,1,0
1989,1,10.4958,8,3,2010,1142,105,52150,10.4958,0,0
1994,0,3.4986,6,2,2013,1122,103,69700,2.3324,2,1
1993,1,6.2475,4,4,2011,1654,197,57050,2.8322,0,1
1970,0,25.4065,4,1,2012,1650,211,51300,7.2471,0,0
1974,1,6.0809,1,3,2013,1266,105,41300,2.9155,3,0
1989,1,3.5819,6,4,2013,1890,133,57400,2.6656,0,0
1981,1,11.0789,2,3,2012,1534,96,47600,5.831,1,0
1984,0,4.5815,4,1,2010,1716,165,71350,2.2491,1,0
1965,1,30.821,9,3,2010,1158,94,72750,17.9928,2,0
1970,0,20.6584,2,2,2001,1274,128,31500,13.2447,0,1
1988,1,6.1642,3,2,2012,1448,129,68250,1.5827,1,0
1992,0,9.7461,1,3,2009,1122,101,61400,6.4974,0,0
1993,0,1.7493,7,3,2001,1256,141,33450,0.6664,0,0
1965,1,26.8226,6,2,2011,1548,92,73500,19.8254,0,0
1976,0,16.4101,2,2,2003,1470,134,31250,9.6628,0,0
1994,1,2.9155,6,4,2012,1724,161,54050,2.2491,0,0
1993,0,3.6652,4,2,2013,1100,86,69500,2.3324,1,0
1975,1,21.2415,1,3,2009,1418,110,62200,4.5815,0,0
1976,0,5.7477,8,2,2013,1276,105,40450,4.4149,3,0
1961,1,19.6588,8,1,2012,2056,243,64000,14.3276,1,0
1986,0,9.5795,3,3,2012,1398,143,43750,9.0797,1,0
1991,0,4.3316,2,2,2013,1486,120,61050,2.1658,2,0
1992,0,6.664,2,3,2013,1434,128,50950,4.9147,0,0
1972,1,16.66,3,1,2011,1960,274,57250,12.5783,1,0
1979,1,14.5775,2,3,2007,1542,131,33900,3.4153,1,0
1988,1,8.33,5,1,2010,1644,251,50600,4.4982,0,0
1986,0,11.9119,3,2,2007,1310,142,31350,9.5795,0,0
1972,1,6.9972,3,2,2011,1664,129,48650,1.666,3,0
1992,1,8.0801,8,1,2013,2002,175,45200,6.664,0,1
1966,0,19.4089,9,4,2011,2334,260,61350,1.0829,3,0
1978,1,21.9079,8,3,2008,1388,120,32350,0.4998,0,0
1975,1,21.3248,3,3,2011,1196,103,57550,10.4958,1,0
1990,0,5.9143,6,4,2008,1910,131,32100,1.4994,0,0
1976,0,4.998,3,1,2011,1824,187,58000,2.0825,0,0
1985,1,8.4966,8,2,2013,1486,112,69200,2.1658,0,0
1972,0,22.3244,4,3,2013,1166,80,61300,1.9159,0,0
1966,0,30.0713,9,4,2008,2258,235,36000,8.1634,1,0
1985,0,3.5819,4,3,2013,1204,117,60400,1.7493,1,0
1985,1,3.4986,7,2,2010,1452,101,43600,1.3328,1,0
1988,1,6.3308,1,3,2006,1428,149,33550,3.9984,0,0
1983,1,12.9115,2,2,2012,1332,93,60950,4.8314,1,0
1987,1,4.7481,4,2,2012,1412,134,58500,1.666,1,0
1989,1,4.6648,3,2,2013,1504,147,53500,1.4161,0,0
1994,1,6.664,9,3,2004,1964,245,30600,5.9976,1,0
1993,0,3.5819,6,3,2013,1510,104,43300,1.4161,3,0
1981,0,8.4133,1,2,2012,1478,143,51150,5.5811,3,0
1987,0,10.6624,4,3,2005,1722,142,35000,3.2487,2,0
1978,0,7.6636,3,1,2013,1862,222,48950,4.5815,0,0
1969,0,31.1542,2,3,2011,1822,112,47200,13.7445,0,0
1993,1,6.664,5,3,2005,1760,228,33550,0.0833,0,0
1965,1,23.324,4,3,2008,1476,115,31500,15.7437,1,0
1980,1,13.7445,2,3,2013,1382,96,50050,6.9139,0,0
1968,1,21.5747,3,1,2013,1704,279,48650,10.1626,1,0
1985,0,2.4157,5,4,2013,1950,128,44800,0.6664,2,0
1957,1,16.4101,1,2,2010,1704,202,47450,10.2459,1,0
1976,0,11.2455,2,3,2011,1506,107,66650,3.7485,2,0
1991,1,6.8306,2,4,2008,2214,128,33400,3.9151,3,0
1961,0,17.7429,2,3,2013,1156,102,68050,15.9103,0,0
1989,1,10.0793,4,2,2013,1358,133,64450,4.4149,1,1
1966,1,27.6556,4,3,2008,1238,101,33500,9.4129,1,0
1973,1,13.6612,3,2,2010,1334,91,56650,10.9956,0,0
1984,1,15.4105,2,2,2010,1410,92,40050,8.6632,2,1
1987,1,7.9968,3,3,2009,1174,90,58650,3.0821,1,0
1958,0,21.0749,9,4,2011,2128,154,53500,18.326,0,0
1973,1,22.9075,3,3,2009,1576,121,40400,11.2455,0,0
1953,1,12.6616,3,3,2007,1428,99,33850,3.6652,1,0
1982,1,0.4165,8,4,2004,2034,149,32000,0.2499,3,1
1978,0,17.493,4,1,2007,2154,133,31750,12.1618,0,0
1985,0,4.7481,5,4,2012,1854,123,50850,3.2487,0,0
1974,1,7.0805,5,2,2011,1462,135,44050,3.7485,0,0
1977,1,20.3252,5,3,2011,1522,134,56450,4.998,0,1
1975,0,20.825,8,3,2011,1212,136,63750,17.7429,0,0
1976,1,8.9964,2,3,2010,1998,222,52900,3.6652,1,0
1979,1,22.3244,3,3,2005,1456,116,32150,17.5763,1,0
1978,0,23.0741,1,2,2009,1670,137,58800,6.5807,2,0
1986,1,10.3292,3,2,2009,1536,98,44100,2.7489,1,0
1952,1,47.6476,2,1,2011,1754,198,76350,9.996,2,0
1980,1,14.5775,3,1,2010,2070,132,46700,1.0829,1,1
1993,0,2.9155,4,1,2010,1802,253,67250,0.833,0,0
1975,1,16.0769,2,4,2010,1790,197,78950,14.4942,2,1
1980,1,14.4109,3,1,2011,2506,238,59200,12.5783,2,0
1984,1,2.4157,1,4,2011,1682,144,48100,1.5827,0,0
1978,0,14.161,1,1,2011,1770,267,67850,2.2491,0,0
1983,0,12.2451,2,4,2011,2228,273,54550,6.1642,4,0
1989,0,8.6632,4,4,2011,1950,224,52450,3.8318,2,0
1964,1,12.6616,4,4,2005,1752,113,32500,3.5819,3,0
1990,1,7.9135,5,2,2008,1332,145,36000,2.6656,0,1
1956,1,18.1594,3,4,2010,1992,256,65550,13.7445,0,0
1988,0,9.163,7,1,2011,1900,203,68150,3.332,3,1
1990,0,6.9139,2,2,2008,1224,148,32950,5.2479,1,0
1994,0,4.165,8,2,2012,1630,209,61450,1.4994,1,0
1970,0,11.8286,8,2,2011,1688,123,64300,11.2455,0,0
1971,1,18.4093,4,3,2011,1336,97,51400,5.831,0,0
1967,1,27.3224,1,2,2009,1482,93,67550,16.2435,2,0
1990,1,7.6636,1,1,2000,1714,123,32300,1.9159,2,0
1985,1,6.7473,9,3,2013,1204,141,41300,0.2499,1,0
1980,1,13.8278,4,3,2010,1484,94,75550,8.5799,2,0
1974,1,4.4982,6,2,2012,1434,121,46400,1.0829,1,0
1984,0,16.4101,9,3,2010,1448,139,76600,13.1614,2,0
1990,1,3.7485,2,2,2013,1414,117,68400,2.6656,0,0
1992,1,7.8302,5,2,2012,1428,104,61050,2.5823,2,0
1968,0,13.4113,9,1,2012,2046,192,64350,6.7473,0,0
1991,0,6.7473,6,4,2012,1802,262,53500,4.4149,2,0
1970,1,23.9071,2,1,2010,1682,163,74550,1.4161,2,0
1979,1,17.8262,9,2,2008,1600,113,33450,9.8294,2,0
1977,1,8.6632,3,3,2002,1724,227,34450,4.4149,0,0
1977,1,6.9972,4,3,2010,1780,199,65400,2.5823,0,0
1984,0,7.5803,9,2,2009,1144,93,58000,3.9984,1,0
1992,0,4.9147,8,4,2013,1774,239,48350,3.0821,0,0
1967,1,18.9091,3,3,2010,1146,84,62800,9.2463,0,0
1978,1,8.1634,9,2,2011,1228,100,70750,4.9147,2,0
1971,1,20.4085,3,3,2004,1126,102,30650,19.159,0,0
1972,0,2.2491,5,3,2011,1344,136,54200,0.7497,2,1
1978,1,11.5787,4,3,2010,1814,171,63400,10.829,0,0
1987,0,8.8298,4,1,2012,1802,149,61550,7.8302,2,0
1987,1,9.7461,3,3,2005,1494,134,35200,1.3328,2,0
1994,0,7.1638,2,2,2012,1460,133,71100,1.7493,1,0
1958,1,29.0717,3,3,2010,1574,92,53600,12.4117,2,0
1971,0,27.3224,1,3,2012,1462,132,57600,16.0769,1,0
1976,1,20.0753,4,3,2013,1440,112,73450,5.2479,1,0
1976,0,25.5731,2,2,2012,1156,79,50650,12.3284,1,0
1979,1,17.4097,4,3,2007,1408,101,34100,9.0797,1,0
1980,0,16.5767,9,4,2012,1916,246,50250,11.8286,3,0
1988,1,5.2479,8,2,2007,1240,109,36050,4.998,0,1
1984,1,7.9135,1,2,1998,1466,102,32500,1.9159,0,0
1985,1,9.3296,9,2,2008,1166,102,35450,7.497,2,0
1988,1,9.0797,7,3,2010,1608,213,59550,5.9143,3,0
1982,1,5.4978,1,2,2006,1278,125,31550,5.4145,0,0
1981,0,16.9932,9,3,2011,2142,212,42250,3.2487,0,0
1968,1,10.7457,2,3,2013,1468,119,66200,6.3308,3,0
1973,1,21.9912,3,3,2001,1538,128,36500,6.2475,2,0
1967,0,13.2447,2,2,2013,1478,131,64000,6.2475,1,0
1986,1,10.9956,2,3,2010,1626,156,51400,3.332,2,1
1981,0,15.6604,1,1,2012,1988,162,52000,5.9976,0,0
1980,1,17.1598,9,3,2012,1604,180,54900,6.9139,0,0
1975,0,5.3312,5,3,2013,1518,132,46500,2.1658,1,0
1973,1,13.5779,1,3,2010,1392,128,48800,6.1642,1,0
1988,1,10.4958,5,2,2006,1900,133,31100,5.6644,1,1
1974,1,27.3224,2,3,2004,1442,93,37900,8.4133,1,0
1968,1,20.9916,4,3,2012,1164,94,49250,18.2427,0,0
1987,1,0.9163,9,4,2002,1658,193,30950,0.5831,2,1
1987,0,6.8306,2,1,2009,1630,159,51700,1.9159,0,0
1970,1,10.4125,1,3,2011,1814,191,63400,2.9155,3,0
1980,0,13.9111,1,2,2002,1534,132,34800,7.9135,1,0
1992,1,3.9984,5,2,2013,1394,138,49450,2.0825,0,1
1989,1,9.2463,5,3,2008,1482,118,35950,4.5815,0,0
1985,1,11.4121,5,3,2013,1892,209,59600,5.0813,1,0
1976,1,16.2435,5,2,2008,1180,95,30900,12.6616,2,0
1968,1,24.0737,5,3,2011,1320,107,52700,10.4958,0,1
1976,0,18.326,4,2,2010,1110,78,79000,6.4974,2,0
1993,1,7.0805,5,3,2009,1280,125,53550,4.4149,2,0
1974,1,8.0801,9,2,2013,1388,127,44300,4.6648,2,0
1988,1,12.6616,2,3,2004,1196,81,31050,8.6632,0,1
1994,1,5.6644,4,3,2012,1426,111,72350,2.8322,2,0
1980,1,10.6624,2,2,2005,1194,80,30400,2.2491,3,0
1976,1,12.2451,3,3,2009,1524,133,42450,3.2487,3,0
1980,0,5.2479,4,2,2010,1266,132,50600,0.3332,2,0
1982,1,11.5787,4,1,2012,1640,135,44100,9.996,0,0
1972,1,15.3272,3,2,2010,1538,97,49300,9.163,0,0
1982,1,13.1614,9,3,2006,1746,207,32700,9.2463,0,0
